Full Name,Team Number,Match ID,Crossed Auto Line?,Auto Installed in the Exchange?,Successful Auto Switch Installs,Failed Auto Switch Installs,Successful Auto Scale Installs,Failed Auto Scale Installs,Collects Cubes From,Succcessful Switch Installs,Failed Switch Installs,Successful Scale Installs,Failed Scale Installs,Successful Exchange Installs,Failed Exchange Installs,Drove on the Platform,Climbing,Let other robots climb on it,Tech Foul?,Defense comments,Comments,Submitted At,Token
מאיה לוי ,5928,Pm4,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,"רובוט לא בא, כתוב שאוסף קוביות כי אחרת לא נותן לשלוח",2018-03-05 9:46:23,cb87acb32a6968f9824aa5e402f2071c
Saar Zelevski ,5928,QM1,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא הגיעו,2018-03-05 11:19:36,6f1ad9cf3f3a31ecdec9447663d32481
טל שמר,5928,QM13,TRUE,FALSE,0,0,0,0,"Pyramid, Ground",1,1,0,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,עבירה על זה שעבר לצד של הברית השנייה בזמן האוטונומי,2018-03-05 13:27:45,5157ab89f13f5d193be4f95234e2a111
רני מלצר,5928,QM22,TRUE,FALSE,0,0,0,0,Ground,0,0,3,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,אין,2018-03-05 14:50:41,b502e8c80614a5a0a25bc601fab96701
Saar Zelevski ,5928,QM24,TRUE,FALSE,0,0,0,0,Ground,1,0,0,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,"כמעט התהפך
עלוב",2018-03-05 15:07:08,8f05840eb0d06bc70f9d92ddc7faffa8
Saar Zelevski ,5928,QM32,TRUE,FALSE,0,0,0,0,Ground,2,1,2,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,אוספים ממש גרוע,2018-03-05 16:37:17,948fdc0b02f1a85ced5b2d081b21e645
יעל אמתי,5928,QM6,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",3,0,0,0,1,1,FALSE,Didn't Try,Didn't Try,FALSE,,לא זזו באוטונומי,2018-03-05 12:17:23,944d63ce084eef9bcaa7e1839634a2c5
סהר כספי,5928,QM41,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,0,3,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 7:05:31,df1fd73f29f627cfda2798d7e3a922a9
Stav Eyal,5928,QM49,FALSE,FALSE,0,0,0,0,Ground,1,0,0,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,אחיזה חלשה מאוד בקובייה,2018-03-06 8:18:29,b75507ffe3b736d11524853d2988422f
ענב בר ניר,5928,QM 53,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,2,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגנו,אין,2018-03-06 8:46:12,6a9c7e06fd2dc5514dff8e5a353548f8
רני מלצר,5951,QM60,FALSE,FALSE,0,0,0,0,"Pyramid, Ground",4,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,לא עשו כלום באוטונומי,2018-03-06 9:44:50,f3e86264aa1d5c385ecff068d1a3f9c6
Stav Eyal,5951,PM1,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,רובוט לא הגיע למשחק,2018-03-05 8:52:09,0fd8540b85acc7223343c5141083650e
ענב בר ניר,5951,QM 3,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,0,2,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,ניסו לכוון לסקייל אך לא הצליחו לשחרר קובייה,2018-03-05 11:44:30,fc5246782a812049a7bf05744ddeb752
טל שמר,5951,QM11,TRUE,FALSE,0,0,0,0,Ground,1,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,TRUE,,נתקע באזור המוגן של הברית השנייה הרבה זמן,2018-03-05 13:05:37,ed7f1aa12779ec5f511381706836a85b
Saar Zelevski ,5951,QM15,TRUE,FALSE,0,0,0,0,Ground,0,2,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"נשרפו לי העיניים, צוות מגרש לא קרא את החוקים בוודאות, השביתו אותם על עבירות חוזרות",2018-03-05 13:49:21,626d52bb38af4befef22fd636e97e839
ענב בר ניר,5951,QM22,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,0,8,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגנו,,2018-03-05 14:50:49,e87ee829e651d3ebae68d769919fe673
יובל ויינשטיין,5951,QM24,TRUE,FALSE,0,1,0,0,"Ground, Pyramid",1,0,0,0,9,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,הצליח להתחמק מהגנה,2018-03-05 15:08:37,1c01f804bf02376cdb4a37dfdf857a37
יובל ויינשטיין,5951,QM31,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,0,9,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,לא עשה אוטונומי,2018-03-05 16:27:00,3ef225160e47367a9aca37d2994da005
יובל ויינשטיין,5951,QM37,FALSE,FALSE,0,0,0,0,Ground,4,2,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,"לא עשה אוטונומי
התקין קוביה בסוויץ' יריב",2018-03-06 6:24:29,2873ee03938a613219774ece80e9625a
יובל ויינשטיין,5951,QM46,FALSE,FALSE,0,0,0,0,Ground,4,0,0,0,1,0,FALSE,Didn't Try,Didn't Try,FALSE,אין,"לא עשה אוטונומי
התקין קוביה בסוויץ' יריב",2018-03-06 7:46:13,6eae693131dc5cd7c6f380dbf3be6265
ניר,5951,QM49,TRUE,FALSE,0,0,0,0,Ground,1,0,0,0,3,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 8:11:14,6995611b45c89318b4f44ff3c46708a5
טל שמר,5951,QM55,FALSE,FALSE,0,0,0,0,Pyramid,1,3,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,נתקע פעמיים במהלך המשחק,2018-03-06 9:04:49,f08310930a2736adac3e48d607338014
מאיה לוי,5951,Qf 1,TRUE,FALSE,0,0,0,0,Ground,1,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,אין,מפיל קוביות,2018-03-06 12:26:16,1659eb4becc90efe010611d776fc38ab
Enav ,5990,QM63,TRUE,FALSE,0,0,0,0,Ground,5,2,0,0,0,0,TRUE,Failed,Didn't Try,FALSE,,,2018-03-06 10:19:02,ea559888a168aa4ef657417ed0b6e0d9
מאיה לוי,5990,Pm5,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"רובוט לא זז, כתוב שאוסף קוביות כי אחרת אי אפשר לשלוח",2018-03-05 10:07:45,dd424f4d04c2b267493505bae447373a
מאיה לוי,5990,QM17,TRUE,FALSE,0,0,0,0,Ground,3,0,0,0,0,0,TRUE,Failed,Didn't Try,FALSE,קודם השתלט על סוויץ' יריב,רב על טיפוס עם רובוט אחר ואף אחד לא הצליח ,2018-03-05 14:07:42,3395d0b50e12cf2007a0eb60dc7954f5
רני מלצר,5990,QM20,TRUE,FALSE,0,0,0,0,"Portal, Ground, Pyramid",2,1,0,0,0,0,TRUE,Successful,Didn't Try,TRUE,לא הגן,עשה 3 tf ,2018-03-05 14:35:28,a3e860183c71d84febfa472282a92d1e
Saar Zelevski ,5990,QM26,TRUE,FALSE,0,0,0,0,"Ground, Portal",1,2,0,0,0,0,TRUE,Successful,Didn't Try,FALSE,,,2018-03-05 15:24:44,7385130fbd0d0c627c00e6a3806c82ae
Saar Zelevski ,5990,QM3,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,TRUE,Successful,Didn't Try,FALSE,ביצע הגנה מוצלחת על הסוויץ של היריב ומנעו שליטה בו,מתנדנד מאוד,2018-03-05 11:40:21,5f502ef085c52c47d88fc7155c2c7ec3
ענב בר ניר,5990,QM33,TRUE,FALSE,0,0,0,0,Ground,3,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,נתקע מתחת לסקייל (ללא יכולת לזוז) חצי משחק,2018-03-05 16:53:14,b5d6c6a86ccc952d9fcfd810122686b2
סהר כספי,5990,QM36,TRUE,FALSE,0,0,0,0,Pyramid,1,1,0,0,3,0,TRUE,Failed,Didn't Try,FALSE,עצר באמצע לעשרים שניות,,2018-03-05 17:14:41,89ab0fcb6e87e8bf5cad65c2b7627276
Stav Eyal,5990,QM9,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,2,1,1,0,TRUE,Failed,Didn't Try,FALSE,,מתקשים עם exchange,2018-03-05 13:03:42,728adb91922299f79972bb83227ab574
Stav Eyal,5990,QM9,TRUE,FALSE,0,0,0,0,"Pyramid, Ground",2,1,0,0,0,0,TRUE,Failed,Didn't Try,FALSE,ניסו לעשות הגנה אבל לא הצליחו לאסוף בצד של היריב,הדיווח הקודם הוא שגוי,2018-03-05 13:09:55,3a8c1477b3b09b71f543d44200a3ad95
רני מלצר,5990,QM42,TRUE,FALSE,0,0,0,0,Portal,2,1,0,0,0,0,TRUE,Successful,Didn't Try,FALSE,אין,נהיגה מקרטעת,2018-03-06 7:15:34,86754f2e80ae958ced0a5ad5c154e189
Stav Eyal,5990,QM49,FALSE,FALSE,0,0,0,0,Ground,1,0,0,0,3,0,TRUE,Didn't Try,Didn't Try,FALSE,שמה קובייה בswitch של היריב,,2018-03-06 8:21:25,fdf0af9e2433eb632e83689b4018d8c5
רני מלצר,5990,QM57,TRUE,FALSE,0,0,0,0,Ground,6,1,0,0,0,0,TRUE,Successful,Didn't Try,FALSE,,אסטרטגיה תמוהה - שמו קוביות בסוויטץ' היריב למרות שלא היה צורך והסקייל היה של היריבה,2018-03-06 9:20:47,e04466a69b9e54e80d263b806aa5f5f0
רני מלצר,5990,Qf1,FALSE,FALSE,0,0,0,0,Ground,1,0,0,0,0,0,TRUE,Failed,Didn't Try,FALSE,מנעו מmiscar להגיע לסקייל במשך 5 שניות,לא אספו אף קוביה,2018-03-06 12:25:33,1a42066394847939b296202ea7b69cd5
רני מלצר,5990,Qf5,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,0,0,9,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגנו,נהג אגרסיבי מאוד,2018-03-06 12:56:32,2350cc93269a06d842eff61ea39bdb26
Stav Eyal,6049,PM4,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,Didn’t arrive to the match,2018-03-05 9:52:32,0abd602e5166f260aa06ad993a8e2d50
טל שמר,6049,QM12,TRUE,FALSE,0,0,0,0,Ground,1,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,עברו לצד של הברית השנייה בזמן האוטונומי,2018-03-05 13:14:12,f1e3ac29d608abc7b9c8d1faaf1bc1c4
Stav Eyal,6049,QM23,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"באמפר מתפרק
מתנגש ברובוטים בnull territory",2018-03-05 15:18:29,0af576c4038bc85a150e8d256cecd368
Saar Zelevski ,6049,QM28,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,זה אמור ליסוע?,2018-03-05 15:50:17,c0f1890fb2158d332b17363850b3db17
סהר כספי,6049,QM31,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,נכנס ברובוטים ללא סיבה מובנת (לא כדי לחסום אותם) ,"לא יציב, לא אסף קוביות",2018-03-05 16:27:02,1af912a3f217f4e854183853801300f2
סהר כספי,6049,QM4,FALSE,FALSE,0,0,0,0,Pyramid,0,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"אין פעולה אוטונומית
מתנדנד, לא מצליח לאסוף קוביות",2018-03-05 11:53:47,25ef1efa3c34935c0e642a22f9109ed5
Saar Zelevski ,6049,QM8,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"אין אוטו, נוטה מאוד במהירות מאוד איטית, נשבר להם הבמפר. הרובוט הכי גרוע שראיתי בחיים, אם הם איתנו במשחק צריך לבכות ואז להשאיר אותך בחוץ - יותר נזק מתועלת.",2018-03-05 12:35:40,b547df93856d57fd9792b3d3ae8ed1f1
רני מלצר,6049,QM38,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"לא הגיעו למשחק, קיבלו כרטיס אדום",2018-03-06 6:39:41,061eee97d4feb0380843f84abd1e7133
טל שמר,6049,QM40,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,עלה על רובוט אחר כדי לעצור אותו.,התחילו את המשחק עם כרטיס צהוב. מנגנון אסיפת פאור קיובס לא מתפקד,2018-03-06 6:57:23,b664703473e8d8b978b20dfc6dbf0e3d
מאיה לוי,6049,QM49,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,רובוט לא בא,2018-03-06 8:11:05,7accb9490e644480010de46e7775f081
יובל ויינשטיין,6104,PM6,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,2,0,2,0,FALSE,Didn't Try,Didn't Try,FALSE,לא עשה הגנה,אין הערות,2018-03-05 10:29:59,04da145596a6fe180eadb90be700a745
יעל אמיתי,6104,QM 35,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,1,0,6,0,TRUE,Successful,Didn't Try,FALSE,,,2018-03-05 17:02:41,0325801e8d35e177bb478b8a0625a9fd
Saar Zelevski ,6104,QM11,TRUE,FALSE,1,0,0,0,Ground,0,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,ביצעו הגנה בכל מקום בהצלחה מסויימת,,2018-03-05 13:02:16,17639743ca6ff8940789d7de04b80989
Saar Zelevski ,6104,QM19,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",5,0,1,0,1,0,TRUE,Successful,Didn't Try,FALSE,,רובוט סבבה,2018-03-05 14:24:55,6f28a58c3a2e807ca08080fee63fd89b
רני מלצר ,6104,QM25,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,3,4,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן ,מנגנון scale לא מדויק,2018-03-05 15:17:06,2a15972ab6439f639fd0084cdb0e1fc4
סהר כספי,6104,QM29,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא הצליח לזוז,2018-03-05 16:09:55,651b89fffba32fc1b6eb86ff69d68fc9
טל שמר,6104,QM6,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",0,0,4,0,0,0,TRUE,Successful,Didn't Try,FALSE,,מטפס מהר ומעלה את הפאור קיובס ממש מהר למעלה,2018-03-05 12:17:31,d6121cd8d528e85a2cab5a12eb8dabde
רני מלצר,6104,QM45,TRUE,FALSE,1,0,0,0,Ground,1,0,4,1,0,0,TRUE,Successful,Didn't Try,FALSE,לא הגן,פאול רגיל אחד,2018-03-06 7:41:54,e4f8de4a20228b48a130020d45749a05
מאיה לוי,6104,QM51,TRUE,FALSE,1,0,0,0,"Ground, Pyramid",1,0,1,1,7,0,TRUE,Successful,Didn't Try,FALSE,,"בהתחלה היה לא יציב, קיבלו פאול רגיל",2018-03-06 8:26:41,b8ca7bcb17ce789fb8f29195d17541e0
רני מלצר,6104,QM55,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,הרובוט לא זז,הרובוט לא זז,2018-03-06 9:02:19,243a8cffe6bc0e576fb20f431d190ec4
סהר כספי,6104,QF2,TRUE,FALSE,0,0,0,1,Pyramid,0,0,0,0,2,0,TRUE,Successful,Didn't Try,FALSE,,"קיבלו פאול כי התנגשו בסקאל בauto
נשבר חלק ברןבוט מה שרגם להפסקתו למשך 30 שניות",2018-03-06 12:33:06,362c4f7e02bb3f0750fbf50ec6b79692
סהר כספי,6104,QF9,TRUE,FALSE,1,0,0,0,Pyramid,1,1,1,1,0,0,TRUE,Failed,Didn't Try,FALSE,,,2018-03-06 13:27:29,a8481d618e18d45d51b727e9ed225abc
טל שמר,6149,QM17,TRUE,FALSE,0,0,0,0,Portal,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 14:05:53,4331e37cd90026142ace3c1294f7ca51
יובל ויינשטיין,6149,QM23,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא עשה הגנה,"לא זז רוב המשחק
גם כשזז לא ניסה לאסוף קוביות",2018-03-05 14:59:49,9d284733b2a41b2ad78cc691eca8d4cd
מאיה לוי,6149,QM28,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא זז חוץ מלחצות את האוטו ליין ולנסוע קצת בטלאופ,2018-03-05 15:48:24,9191e33c8c8ee7fc72440465596ac326
יובל ויינשטיין,6149,QM34,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא זז,2018-03-05 16:53:55,cbc806be9482acb5ad5659cb57066129
Saar Zelevski ,6149,QM37,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,הגנה סופר כושלת על 4590,"נתקעו בפרמידה שוב ושוב, רציתי לבכות",2018-03-06 6:26:05,fcbf84a8433e8ae605e18b1807de4f5c
רני מלצר,6149,QM8,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,לא הגיע למשחק,2018-03-05 12:37:17,f012fba3c09820a89d66375b0d2926a6
יובל ויינשטיין,6149,QM43,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,1,FALSE,Didn't Try,Didn't Try,TRUE,השקיע את כל המשחק חוץ מ20 שניות אחרונות בהגנה וקיבל 2 טכניות,"לא עשה אוטונומי
קיבל 2 טכניות על זה שנתפס בנאן זון",2018-03-06 7:29:41,abdbcbf6be26ab91fc7cde3dd125125c
Stav Eyal,6149,QM46,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"הפסיק לזוז אחרי אוטונומי
נכנסו למגרש בלי משקפי מגן",2018-03-06 7:46:43,58a8b2b5372f39e304fd39c1ca4dcde8
Saar Zelevski ,6149,QM54,TRUE,FALSE,1,0,0,0,Pyramid,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"גררו את כל הפרמידה של היריב, נגעו ברובוט בנול",2018-03-06 8:51:17,5f4361872f82d0e8706cca228c48e813
ניר,6168, QM37,TRUE,FALSE,0,0,0,0,Ground,1,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,"חסמו רובוט אחר במעבר ליד ה
Switch
של 6168",,2018-03-06 6:25:52,2b577e5eb61708deec0edaddb806e06a
יובל ויינשטיין,6168,PM4,TRUE,FALSE,1,0,0,0,"Pyramid, Ground",0,0,0,2,1,0,FALSE,Didn't Try,Didn't Try,FALSE,לא עשה הגנה,"לוקח 10-5 שניות לאסוף קוביות
קוביות מחליקות ונופלות מהרובוט",2018-03-05 9:50:27,c7d1d3c0d28ed8a9348bd80f1e096d82
ניר,6168,QM32,TRUE,FALSE,0,0,0,0,Ground,1,0,0,0,1,0,TRUE,Didn't Try,Didn't Try,FALSE,,כמעט ולא הצליחו לאסוף מהרצפה,2018-03-05 16:54:57,e547e2bf0cd605a3931867cb376bc6aa
ענב,6168,QM16,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,2,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,לא הצליח לתפוס קוביות ,2018-03-05 13:57:12,d7a679cb438b3a8611b91e89ef9a15c1
מאיה לוי,6168,QM2,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,לא הצליח לאסוף מהרצפה אבל ניסה (רק ככה אפשר לשלוח טופס),2018-03-05 11:30:53,601d4845b6ed2dbdef7efe0639a69392
רני מלצר,6168,QM21,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",2,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,בזבז זמן בתפיסת קוביות ,2018-03-05 14:45:28,bcc389d73f3c22435836589173a03af3
סהר כספי,6168,QM25,TRUE,FALSE,0,0,0,0,Ground,1,2,0,1,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,מתקשה לעזוב קוביות,2018-03-05 15:16:50,3f5b96de69bbb025f3f4f3ce6a38fbc9
סהר כספי,6168,QM8,TRUE,FALSE,0,0,0,0,Ground,0,0,0,1,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,לא מצליח להרים קוביות,2018-03-05 12:35:59,f2ab79dfeddf6823a474c3237f3e9dbd
ניר,6168,QM45,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,5,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 7:38:13,35d0b1196784a66f14281dc47fc96f24
Stav Eyal,6168,QM51,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,1,1,1,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 8:34:21,2e5694dc2d8eac048639636938191973
סהר כספי,6168,QM57,TRUE,FALSE,0,0,0,0,Pyramid,3,1,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:19:37,0f1a3a75af961981eec26695e6a8b747
Stav Eyal,6738,PM2,FALSE,FALSE,0,1,0,0,Ground,1,0,0,1,0,0,FALSE,Didn't Try,Didn't Try,TRUE,,"Overshoots the plate and hits the scales’ arm
Very slow collection",2018-03-05 9:18:53,bdfe51a0032db47f664178a132e75065
Saar Zelevski ,6738,QM10,TRUE,FALSE,0,0,0,0,"Ground, Portal",1,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,ביצעו הגנה כושלת על רובוט שלא מתפקד - אליסיום,,2018-03-05 12:54:54,4dc8919c5bef5a9892bc057c294a1fe2
מאיה לוי,6738,QM14,TRUE,FALSE,0,0,0,0,Pyramid,1,0,0,0,0,1,TRUE,Didn't Try,Didn't Try,FALSE,,"פאול כי עבר קו חצי באוטונומי, קשיים באיסוף ",2018-03-05 13:39:20,7dd8000f3a98e80ed12bd75c096920df
סהר כספי,6738,QM22,TRUE,FALSE,0,0,0,0,Pyramid,0,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הצליח לחסום ,לא מצליח לאסוף קוביות,2018-03-05 14:51:27,7dfaa6719e40d471df790162e295aaf7
סהר כספי,6738,QM28,TRUE,FALSE,0,0,0,0,Pyramid,1,0,0,0,4,0,FALSE,Didn't Try,Didn't Try,FALSE,,מתנדנד,2018-03-05 15:47:12,6efa37715e87d712e4e7b18442eb6045
Saar Zelevski ,6738,QM30,TRUE,FALSE,0,0,0,0,Ground,2,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,עשו הגנה לזמן קצר,"נשבר להם האיסוף, רובוט גרוע",2018-03-05 16:18:18,c09307a8b7ee6e7b60b1fca6b8766021
סהר כספי,6738,QM6,FALSE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,ניסיון כושל לחסום רובוט יריב,נוטה הצידה באוטונומי. עשה נקודות רק לקבוצה היריבה (באמצעות פאול) ,2018-03-05 12:19:05,79e1e97afa9b6c0e119eccb0ff1cd53e
יובל ויינשטיין,6738,QM40,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,"לא זז מעבר לקצת נסיעה במעגלים ונסיון להרים את המעלית
קושי בהרמת מעלית",2018-03-06 6:56:34,ed1a28e488de282fed8a7165c1b7036a
רני מלצר,6738,QM44,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,0,0,2,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגנו,מנגנון איסוף לא עבד רוב הזמן,2018-03-06 7:32:39,85f8f479ee126b959330307624954c53
Nir,6738,QM50,TRUE,FALSE,0,0,0,0,Ground,1,0,0,0,0,0,TRUE,Didn't Try,Didn't Try,FALSE,,נתקעה בתוכם קובייה בתחילת המשחק והם לא יכלו לאסוף עוד,2018-03-06 8:18:23,645be97972a6dd5c61be16aa48d83e46
Stav Eyal,6738,QM57,TRUE,FALSE,0,0,0,0,Ground,1,0,0,0,4,0,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-06 9:20:48,cd750c3426b83aaf4e7f153a5489ca44
ענב בר ניר,6741,QM 51,TRUE,FALSE,0,0,0,0,"Pyramid, Ground",1,0,0,0,3,0,TRUE,Didn't Try,Didn't Try,FALSE,לא הגן,אין,2018-03-06 8:27:30,0c362e5ef591b305c49bfd544a9326e7
Saar Zelevski ,6741,PM3,TRUE,FALSE,0,0,0,0,"Ground, Pyramid, Portal",6,0,0,0,1,0,TRUE,Didn't Try,Didn't Try,FALSE,,איסוף לא משהו,2018-03-05 9:29:52,a077cad729a1c053aff698f181e62037
ענב,6741,QM 15,TRUE,FALSE,0,0,0,0,"Ground, Pyramid",1,0,0,0,3,1,FALSE,Didn't Try,Didn't Try,TRUE,לא הגן,לא הצליח לטפס מעל הפלטפורמה אםילו שנשאר זמן,2018-03-05 13:51:42,74a575ddc790fef0a9e09507c1fc9810
יובל ויינשטיין,6741,QM17,TRUE,FALSE,0,0,0,0,Ground,3,1,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,"התקין בסוויץ' לא נכון
התעכב 5 שניות על איסוף קוביות כמה פעמים",2018-03-05 14:26:51,a3ee39adb21242d40420adf2c4522d95
סהר כספי,6741,QM23,TRUE,FALSE,0,0,0,0,Pyramid,1,0,0,0,4,1,FALSE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 14:59:05,d2cf792ddb443f5f35578d2bce78659a
יובל ויינשטיין,6741,QM32,TRUE,FALSE,1,0,0,0,"Pyramid, Ground",0,0,0,0,5,1,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 16:38:16,d5327f6af18a1ac1f84bf54de651d19f
יובל ויינשטיין,6741,QM36,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,5,1,TRUE,Didn't Try,Didn't Try,FALSE,,,2018-03-05 17:15:47,ddbac16f4a2bcefc5a18ad6d66e7c2a8
Saar Zelevski ,6741,QM5,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",2,3,0,0,3,0,TRUE,Didn't Try,Didn't Try,FALSE,,איסוף לא מוצלח,2018-03-05 12:04:36,37bb85a544a7388b6eb7eb2f13cf626b
רני מלצר,6741,QM9,FALSE,FALSE,0,0,0,0,"Ground, Pyramid",0,0,0,0,9,0,FALSE,Didn't Try,Didn't Try,FALSE,לא הגן,,2018-03-05 12:46:52,9e40c06ecd3dac99793fe570ef916254
Saar Zelevski ,6741,QM40,TRUE,FALSE,0,0,0,0,Ground,0,0,0,0,0,0,FALSE,Didn't Try,Didn't Try,FALSE,,"רוב הזמן הרובוט לא עבד, ושהוא כן ראיתי שחור בעיניים",2018-03-06 6:55:14,0300d470ff0ddc08c29c7a674e152462
